KEGG ID,ms1,formula1,ms2,formula2,trans,pmd
R08250,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08251,137.0589,C6H7N3O,123.032,C6H5NO2,H-2N-2O1,-14.0269
R08252,123.032,C6H5NO2,180.0535,C8H8N2O3,C2H3N1O1,57.0215
R08253,137.0589,C6H7N3O,207.0644,C9H9N3O3,C3H2O2,70.0055
R08254,146.0215,C5H6O5,265.0699,C11H11N3O5,C6H5N3,119.0484
R08254,137.0589,C6H7N3O,265.0699,C11H11N3O5,C5H4O4,128.011
R08255,586.2791,C33H38N4O6,392.1372,C22H20N2O5,C-11H-18N-2O-1,-194.1419
R08256,586.2791,C33H38N4O6,618.269,C33H38N4O8,O2,31.9899
R08257,586.2791,C33H38N4O6,518.2165,C28H30N4O6,C-5H-8,-68.0626
R08258,518.2165,C28H30N4O6,392.1372,C22H20N2O5,C-6H-10N-2O-1,-126.0793
R08259,580.0343,C15H22N2O18P2,568.1693,C28H28N2O11,C13H6O-7P-2,-11.865
R08259,392.1372,C22H20N2O5,404.0022,C9H14N2O12P2,C-13H-6O7P2,11.865
R08260,568.1693,C28H28N2O11,392.1372,C22H20N2O5,C-6H-8O-6,-176.0321
R08261,580.0343,C15H22N2O18P2,475.1842,C24H29NO9,C9H7N-1O-9P-2,-104.8501
R08261,299.1521,C18H21NO3,404.0022,C9H14N2O12P2,C-9H-7N1O9P2,104.8501
R08262,580.0343,C15H22N2O18P2,461.1686,C23H27NO9,C8H5N-1O-9P-2,-118.8657
R08262,285.1365,C17H19NO3,404.0022,C9H14N2O12P2,C-8H-5N1O9P2,118.8657
R08263,580.0343,C15H22N2O18P2,461.1686,C23H27NO9,C8H5N-1O-9P-2,-118.8657
R08263,285.1365,C17H19NO3,404.0022,C9H14N2O12P2,C-8H-5N1O9P2,118.8657
R08264,299.1521,C18H21NO3,285.1365,C17H19NO3,C-1H-2,-14.0156
R08265,285.1365,C17H19NO3,271.1208,C16H17NO3,C-1H-2,-14.0157
R08266,745.0911,C21H30N7O17P3,387.2198,C26H29NO2,C5H-1N-6O-15P-3,-357.8713
R08266,371.2249,C26H29NO,387.2198,C26H29NO2,O1,15.9949
R08267,745.0911,C21H30N7O17P3,387.2198,C26H29NO2,C5H-1N-6O-15P-3,-357.8713
R08267,371.2249,C26H29NO,387.2198,C26H29NO2,O1,15.9949
R08268,371.2249,C26H29NO,357.2093,C25H27NO,C-1H-2,-14.0156
R08269,387.2198,C26H29NO2,373.2042,C25H27NO2,C-1H-2,-14.0156
R08270,745.0911,C21H30N7O17P3,373.2042,C25H27NO2,C4H-3N-6O-15P-3,-371.8869
R08270,357.2093,C25H27NO,373.2042,C25H27NO2,O1,15.9949
R08271,745.0911,C21H30N7O17P3,387.2198,C26H29NO2,C5H-1N-6O-15P-3,-357.8713
R08271,371.2249,C26H29NO,387.2198,C26H29NO2,O1,15.9949
R08272,357.2093,C25H27NO,343.1936,C24H25NO,C-1H-2,-14.0157
R08274,745.0911,C21H30N7O17P3,373.2042,C25H27NO2,C4H-3N-6O-15P-3,-371.8869
R08274,357.2093,C25H27NO,373.2042,C25H27NO2,O1,15.9949
R08275,745.0911,C21H30N7O17P3,276.0197,C7H15Cl2N2O3P,C-14Cl2H-15N-5O-14P-2,-469.0714
R08275,260.0248,C7H15Cl2N2O2P,276.0197,C7H15Cl2N2O3P,O1,15.9949
R08276,260.0248,C7H15Cl2N2O2P,198.0325,C5H12ClN2O2P,C-2Cl-1H-3,-61.9923
R08277,276.0197,C7H15Cl2N2O3P,274.0041,C7H13Cl2N2O3P,H-2,-2.0156
R08278,276.0197,C7H15Cl2N2O3P,276.0197,C7H15Cl2N2O3P,,0
R08279,276.0197,C7H15Cl2N2O3P,219.9935,C4H11Cl2N2O2P,C-3H-4O-1,-56.0262
R08280,307.0838,C10H17N3O6S,565.093,C17H30Cl2N5O8PS,C7Cl2H13N2O2P1,258.0092
R08280,276.0197,C7H15Cl2N2O3P,565.093,C17H30Cl2N5O8PS,C10H15N3O5S1,289.0733
R08281,665.1248,C21H29N7O14P2,278.0354,C7H17Cl2N2O3P,C-14Cl2H-12N-5O-11P-1,-387.0894
R08281,276.0197,C7H15Cl2N2O3P,278.0354,C7H17Cl2N2O3P,H2,2.0157
R08282,664.1169,C21H28N7O14P2,292.0146,C7H15Cl2N2O4P,C-14Cl2H-13N-5O-10P-1,-372.1023
R08282,276.0197,C7H15Cl2N2O3P,292.0146,C7H15Cl2N2O4P,O1,15.9949
R08283,744.0833,C21H29N7O17P3,292.0146,C7H15Cl2N2O4P,C-14Cl2H-14N-5O-13P-2,-452.0687
R08283,276.0197,C7H15Cl2N2O3P,292.0146,C7H15Cl2N2O4P,O1,15.9949
R08284,292.0146,C7H15Cl2N2O4P,141.0112,C4H9Cl2N,C-3H-6N-1O-4P-1,-151.0034
R08285,745.0911,C21H30N7O17P3,276.0197,C7H15Cl2N2O3P,C-14Cl2H-15N-5O-14P-2,-469.0714
R08285,260.0248,C7H15Cl2N2O2P,276.0197,C7H15Cl2N2O3P,O1,15.9949
R08286,260.0248,C7H15Cl2N2O2P,198.0325,C5H12ClN2O2P,C-2Cl-1H-3,-61.9923
R08287,260.0248,C7H15Cl2N2O2P,198.0325,C5H12ClN2O2P,C-2Cl-1H-3,-61.9923
R08288,276.0197,C7H15Cl2N2O3P,276.0197,C7H15Cl2N2O3P,,0
R08289,276.0197,C7H15Cl2N2O3P,219.9935,C4H11Cl2N2O2P,C-3H-4O-1,-56.0262
R08290,276.0197,C7H15Cl2N2O3P,278.0354,C7H17Cl2N2O3P,H2,2.0157
R08291,276.0197,C7H15Cl2N2O3P,274.0041,C7H13Cl2N2O3P,H-2,-2.0156
R08292,276.0197,C7H15Cl2N2O3P,292.0146,C7H15Cl2N2O4P,O1,15.9949
R08293,234.1732,C14H22N2O,206.1419,C12H18N2O,C-2H-4,-28.0313
R08294,745.0911,C21H30N7O17P3,250.1681,C14H22N2O2,C-7H-8N-5O-15P-3,-494.923
R08294,234.1732,C14H22N2O,250.1681,C14H22N2O2,O1,15.9949
R08295,206.1419,C12H18N2O,121.0891,C8H11N,C-4H-7N-1O-1,-85.0528
R08296,206.1419,C12H18N2O,178.1106,C10H14N2O,C-2H-4,-28.0313
R08297,250.1681,C14H22N2O2,222.1368,C12H18N2O2,C-2H-4,-28.0313
R08298,206.1419,C12H18N2O,222.1368,C12H18N2O2,O1,15.9949
R08299,178.1106,C10H14N2O,121.0891,C8H11N,C-2H-3N-1O-1,-57.0215
R08300,234.1732,C14H22N2O,131.0946,C6H13NO2,C-8H-9N-1O1,-103.0786
R08301,121.0891,C8H11N,137.0841,C8H11NO,O1,15.995
R08302,121.0891,C8H11N,151.0633,C8H9NO2,H-2O2,29.9742
R08303,745.0911,C21H30N7O17P3,254.0903,C11H14N2O5,C-10H-16N-5O-12P-3,-491.0008
R08303,238.0954,C11H14N2O4,254.0903,C11H14N2O5,O1,15.9949
R08304,745.0911,C21H30N7O17P3,254.0903,C11H14N2O5,C-10H-16N-5O-12P-3,-491.0008
R08304,238.0954,C11H14N2O4,254.0903,C11H14N2O5,O1,15.9949
R08305,238.0954,C11H14N2O4,195.0895,C10H13NO3,C-1H-1N-1O-1,-43.0059
R08306,664.1169,C21H28N7O14P2,193.0739,C10H11NO3,C-11H-17N-6O-11P-2,-471.043
R08306,195.0895,C10H13NO3,193.0739,C10H11NO3,H-2,-2.0156
R08307,664.1169,C21H28N7O14P2,209.0688,C10H11NO4,C-11H-17N-6O-10P-2,-455.0481
R08307,193.0739,C10H11NO3,209.0688,C10H11NO4,O1,15.9949
R08308,193.0739,C10H11NO3,132.0575,C9H8O,C-1H-3N-1O-2,-61.0164
R08309,193.0739,C10H11NO3,193.0739,C10H11NO3,,0
R08310,664.1169,C21H28N7O14P2,191.0582,C10H9NO3,C-11H-19N-6O-11P-2,-473.0587
R08310,193.0739,C10H11NO3,191.0582,C10H9NO3,H-2,-2.0157
R08311,191.0582,C10H9NO3,209.0688,C10H11NO4,H2O1,18.0106
R08312,745.0911,C21H30N7O17P3,252.0899,C15H12N2O2,C-6H-18N-5O-15P-3,-493.0012
R08312,236.095,C15H12N2O,252.0899,C15H12N2O2,O1,15.9949
R08313,745.0911,C21H30N7O17P3,252.0899,C15H12N2O2,C-6H-18N-5O-15P-3,-493.0012
R08313,236.095,C15H12N2O,252.0899,C15H12N2O2,O1,15.9949
R08314,252.0899,C15H12N2O2,270.1004,C15H14N2O3,H2O1,18.0105
R08315,252.0899,C15H12N2O2,268.0848,C15H12N2O3,O1,15.9949
R08316,268.0848,C15H12N2O3,266.0691,C15H10N2O3,H-2,-2.0157
R08317,236.095,C15H12N2O,252.0899,C15H12N2O2,O1,15.9949
R08318,252.0899,C15H12N2O2,209.0841,C14H11NO,C-1H-1N-1O-1,-43.0058
R08319,209.0841,C14H11NO,207.0684,C14H9NO,H-2,-2.0157
R08320,252.0899,C15H12N2O2,268.0848,C15H12N2O3,O1,15.9949
R08321,252.0899,C15H12N2O2,254.1055,C15H14N2O2,H2,2.0156
R08322,254.1055,C15H14N2O2,270.1004,C15H14N2O3,O1,15.9949
R08323,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08323,119.0582,C4H9NO3,263.1191,C11H21NO4S,C7H12O1S1,144.0609
R08323,162.0715,C7H14O2S,263.1191,C11H21NO4S,C4H7N1O2,101.0476
R08324,144.115,C8H16O2,142.0994,C8H14O2,H-2,-2.0156
R08325,745.0911,C21H30N7O17P3,160.1099,C8H16O3,C-13H-14N-7O-14P-3,-584.9812
R08325,144.115,C8H16O2,160.1099,C8H16O3,O1,15.9949
R08326,745.0911,C21H30N7O17P3,160.1099,C8H16O3,C-13H-14N-7O-14P-3,-584.9812
R08326,144.115,C8H16O2,160.1099,C8H16O3,O1,15.9949
R08327,745.0911,C21H30N7O17P3,160.1099,C8H16O3,C-13H-14N-7O-14P-3,-584.9812
R08327,144.115,C8H16O2,160.1099,C8H16O3,O1,15.9949
R08328,188.0685,C8H12O5,144.0786,C7H12O3,C-1O-2,-43.9899
R08329,142.0994,C8H14O2,140.0837,C8H12O2,H-2,-2.0157
R08330,160.1099,C8H16O3,158.0943,C8H14O3,H-2,-2.0156
R08331,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08331,160.0372,C6H8O5,220.0583,C8H12O7,C2H4O2,60.0211
R08332,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08332,174.0528,C7H10O5,234.074,C9H14O7,C2H4O2,60.0212
R08333,158.0943,C8H14O3,160.0736,C7H12O4,C-1H-2O1,1.9793
R08334,160.1099,C8H16O3,174.0892,C8H14O4,H-2O1,13.9793
R08335,160.1099,C8H16O3,158.0943,C8H14O3,H-2,-2.0156
R08336,144.115,C8H16O2,142.0994,C8H14O2,H-2,-2.0156
R08337,144.115,C8H16O2,142.0994,C8H14O2,H-2,-2.0156
R08338,142.0994,C8H14O2,160.1099,C8H16O3,H2O1,18.0105
R08339,309.2093,C21H27NO,277.1831,C20H23N,C-1H-4O-1,-32.0262
R08340,277.1831,C20H23N,263.1674,C19H21N,C-1H-2,-14.0157
R08341,353.2355,C23H31NO2,339.2198,C22H29NO2,C-1H-2,-14.0157
R08342,339.2198,C22H29NO2,325.2042,C21H27NO2,C-1H-2,-14.0156
R08343,324.1638,C20H21FN2O,310.1481,C19H19FN2O,C-1H-2,-14.0157
R08344,324.1638,C20H21FN2O,340.1587,C20H21FN2O2,O1,15.9949
R08345,310.1481,C19H19FN2O,296.1325,C18H17FN2O,C-1H-2,-14.0156
R08346,324.1638,C20H21FN2O,295.1009,C18H14FNO2,C-2H-7N-1O1,-29.0629
R08347,310.1481,C19H19FN2O,295.1009,C18H14FNO2,C-1H-5N-1O1,-15.0472
R08348,296.1325,C18H17FN2O,295.1009,C18H14FNO2,H-3N-1O1,-1.0316
R08349,295.1009,C18H14FNO2,311.0958,C18H14FNO3,O1,15.9949
R08350,723.3044,C27H49N9O10S2,434.2311,C17H34N6O5S,C-10H-15N-3O-5S-1,-289.0733
R08351,737.32,C28H51N9O10S2,448.2468,C18H36N6O5S,C-10H-15N-3O-5S-1,-289.0732
R08352,506.9957,C10H16N5O13P3,491.289,C20H41N7O5S,C10H25N2O-8P-3S1,-15.7067
R08352,307.0838,C10H17N3O6S,427.0294,C10H15N5O10P2,H-2N2O4P2S-1,119.9456
R08352,202.2157,C10H26N4,427.0294,C10H15N5O10P2,H-11N1O10P2,224.8137
R08353,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08353,307.0838,C10H17N3O6S,427.0294,C10H15N5O10P2,H-2N2O4P2S-1,119.9456
R08353,491.289,C20H41N7O5S,427.0294,C10H15N5O10P2,C-10H-26N-2O5P2S-1,-64.2596
R08354,506.9957,C10H16N5O13P3,448.2468,C18H36N6O5S,C8H20N1O-8P-3S1,-58.7489
R08354,307.0838,C10H17N3O6S,427.0294,C10H15N5O10P2,H-2N2O4P2S-1,119.9456
R08354,159.1735,C8H21N3,427.0294,C10H15N5O10P2,C2H-6N2O10P2,267.8559
R08355,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08355,307.0838,C10H17N3O6S,427.0294,C10H15N5O10P2,H-2N2O4P2S-1,119.9456
R08355,448.2468,C18H36N6O5S,427.0294,C10H15N5O10P2,C-8H-21N-1O5P2S-1,-21.2174
R08356,744.0833,C21H29N7O17P3,778.3466,C30H54N10O10S2,C9H25N3O-7P-3S2,34.2633
R08356,780.3622,C30H56N10O10S2,778.3466,C30H54N10O10S2,H-2,-2.0156
R08357,744.0833,C21H29N7O17P3,735.3044,C28H49N9O10S2,C7H20N2O-7P-3S2,-8.7789
R08357,737.32,C28H51N9O10S2,735.3044,C28H49N9O10S2,H-2,-2.0156
R08358,723.3044,C27H49N9O10S2,721.2887,C27H47N9O10S2,H-2,-2.0157
R08358,174.0164,C6H6O6,176.0321,C6H8O6,H2,2.0157
R08359,355.1552,C14H23N6O3S,297.0896,C11H15N5O3S,C-3H-8N-1,-58.0656
R08359,102.1157,C5H14N2,159.1735,C8H21N3,C3H7N1,57.0578
R08361,723.3044,C27H49N9O10S2,721.2887,C27H47N9O10S2,H-2,-2.0157
R08362,723.3044,C27H49N9O10S2,721.2887,C27H47N9O10S2,H-2,-2.0157
R08364,721.2887,C27H47N9O10S2,723.3044,C27H49N9O10S2,H2,2.0157
R08365,259.0457,C6H14NO8P,260.0297,C6H13O9P,H-1N-1O1,0.984
R08366,221.0899,C8H15NO6,301.0563,C8H16NO9P,H1O3P1,79.9664
R08367,179.0794,C6H13NO5,259.0457,C6H14NO8P,H1O3P1,79.9663
R08368,252.0859,C10H12N4O4,230.0192,C5H11O8P,C-5H-1N-4O4P1,-22.0667
R08369,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R08370,382.131,C15H28O7P2,204.1878,C15H24,H-4O-7P-2,-177.9432
R08371,204.1878,C15H24,518.1941,C30H30O8,C15H6O8,314.0063
R08373,382.131,C15H28O7P2,204.1878,C15H24,H-4O-7P-2,-177.9432
R08374,382.131,C15H28O7P2,222.1984,C15H26O,H-2O-6P-2,-159.9326
R08376,426.3862,C30H50O,426.3862,C30H50O,,0
R08377,426.3862,C30H50O,720.2629,C35H44O16,C5H-6O15,293.8767
R08378,426.3862,C30H50O,556.3036,C32H44O8,C2H-6O7,129.9174
R08379,744.0833,C21H29N7O17P3,284.214,C20H28O,C-1H-1N-7O-16P-3,-459.8693
R08379,286.2297,C20H30O,284.214,C20H28O,H-2,-2.0157
R08380,744.0833,C21H29N7O17P3,284.214,C20H28O,C-1H-1N-7O-16P-3,-459.8693
R08380,286.2297,C20H30O,284.214,C20H28O,H-2,-2.0157
R08381,286.2297,C20H30O,524.4593,C36H60O2,C16H30O1,238.2296
R08382,664.1169,C21H28N7O14P2,284.214,C20H28O,C-1N-7O-13P-2,-379.9029
R08382,286.2297,C20H30O,284.214,C20H28O,H-2,-2.0157
R08383,744.0833,C21H29N7O17P3,284.214,C20H28O,C-1H-1N-7O-16P-3,-459.8693
R08383,286.2297,C20H30O,284.214,C20H28O,H-2,-2.0157
R08384,284.214,C20H28O,300.2089,C20H28O2,O1,15.9949
R08385,664.1169,C21H28N7O14P2,300.2089,C20H28O2,C-1N-7O-12P-2,-363.908
R08385,284.214,C20H28O,300.2089,C20H28O2,O1,15.9949
R08386,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08389,286.2297,C20H30O,524.4593,C36H60O2,C16H30O1,238.2296
R08390,300.2089,C20H28O2,316.2038,C20H28O3,O1,15.9949
R08391,745.0911,C21H30N7O17P3,316.2038,C20H28O3,C-1H-2N-7O-14P-3,-428.8873
R08391,300.2089,C20H28O2,316.2038,C20H28O3,O1,15.9949
R08392,745.0911,C21H30N7O17P3,316.2038,C20H28O3,C-1H-2N-7O-14P-3,-428.8873
R08392,300.2089,C20H28O2,316.2038,C20H28O3,O1,15.9949
R08393,314.0684,C10H20O7P2,154.1358,C10H18O,H-2O-6P-2,-159.9326
R08394,314.0684,C10H20O7P2,152.1201,C10H16O,H-4O-6P-2,-161.9483
R08395,314.0684,C10H20O7P2,136.1252,C10H16,H-4O-7P-2,-177.9432
R08396,314.0684,C10H20O7P2,154.1358,C10H18O,H-2O-6P-2,-159.9326
R08397,314.0684,C10H20O7P2,156.1514,C10H20O,O-6P-2,-157.917
R08398,314.0684,C10H20O7P2,152.1201,C10H16O,H-4O-6P-2,-161.9483
R08399,314.0684,C10H20O7P2,154.1358,C10H18O,H-2O-6P-2,-159.9326
R08401,272.2504,C20H32,804.378,C38H60O18,C18H28O18,532.1276
R08402,450.1936,C20H36O7P2,408.142,C20H24O9,H-12O2P-2,-42.0516
R08404,180.0634,C6H12O6,260.0297,C6H13O9P,H1O3P1,79.9663
R08405,180.0634,C6H12O6,260.0297,C6H13O9P,H1O3P1,79.9663
R08406,180.0634,C6H12O6,260.0297,C6H13O9P,H1O3P1,79.9663
R08407,180.0634,C6H12O6,260.0297,C6H13O9P,H1O3P1,79.9663
R08408,137.0715,C7H9N2O,152.0586,C7H8N2O2,H-1O1,14.9871
R08409,750.6315,C53H82O2,748.6158,C53H80O2,H-2,-2.0157
R08410,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08410,152.0334,C5H4N4O2,180.0647,C7H8N4O2,C2H4,28.0313
R08411,131.0946,C6H13NO2,102.0681,C5H10O2,C-1H-3N-1,-29.0265
R08412,155.0695,C6H9N3O2,195.1372,C10H17N3O,C4H8O-1,40.0677
R08412,102.0681,C5H10O2,195.1372,C10H17N3O,C5H7N3O-1,93.0691
R08413,155.0695,C6H9N3O2,208.1212,C11H16N2O2,C5H7N-1,53.0517
R08414,127.0633,C6H9NO2,129.079,C6H11NO2,H2,2.0157
R08415,129.079,C6H11NO2,139.0997,C8H13NO,C2H2O-1,10.0207
R08416,139.0997,C8H13NO,173.1052,C8H15NO3,H2O2,34.0055
R08417,139.0997,C8H13NO,198.1368,C10H18N2O2,C2H5N1O1,59.0371
R08418,102.1157,C5H14N2,169.1467,C10H19NO,C5H5N-1O1,67.031
R08419,102.1157,C5H14N2,234.2096,C15H26N2,C10H12,132.0939
R08420,234.2096,C15H26N2,190.1106,C11H14N2O,C-4H-12O1,-44.099
R08421,102.1157,C5H14N2,248.1889,C15H24N2O,C10H10O1,146.0732
R08422,148.0524,C9H8O2,219.1623,C14H21NO,C5H13N1O-1,71.1099
R08423,148.0524,C9H8O2,335.1885,C22H25NO2,C13H17N1,187.1361
R08423,871.1414,C28H40N7O17P3S,767.1152,C21H36N7O16P3S,C-7H-4O-1,-104.0262
R08424,335.1885,C22H25NO2,337.2042,C22H27NO2,H2,2.0157
R08425,155.131,C9H17NO,153.1154,C9H15NO,H-2,-2.0156
R08426,123.032,C6H5NO2,125.0477,C6H7NO2,H2,2.0157
R08430,871.1414,C28H40N7O17P3S,767.1152,C21H36N7O16P3S,C-7H-4O-1,-104.0262
R08430,199.1208,C10H17NO3,303.1471,C17H21NO4,C7H4O1,104.0263
R08432,141.1154,C8H15NO,289.1678,C17H23NO3,C9H8O2,148.0524
R08432,915.1676,C30H44N7O18P3S,767.1152,C21H36N7O16P3S,C-9H-8O-2,-148.0524
R08433,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08434,289.1678,C17H23NO3,289.1678,C17H23NO3,,0
R08435,164.0473,C9H8O3,138.0317,C7H6O3,C-2H-2,-26.0156
R08436,137.0841,C8H11NO,257.1052,C15H15NO3,C7H4O2,120.0211
R08436,138.0317,C7H6O3,257.1052,C15H15NO3,C8H9N1,119.0735
R08437,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08437,259.1208,C15H17NO3,273.1365,C16H19NO3,C1H2,14.0157
R08438,273.1365,C16H19NO3,271.1208,C16H17NO3,H-2,-2.0157
R08439,273.1365,C16H19NO3,271.1208,C16H17NO3,H-2,-2.0157
R08440,273.1365,C16H19NO3,271.1208,C16H17NO3,H-2,-2.0157
R08441,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08441,273.1365,C16H19NO3,287.1521,C17H21NO3,C1H2,14.0156
R08442,745.0911,C21H30N7O17P3,273.1365,C16H19NO3,C-5H-11N-6O-14P-3,-471.9546
R08442,271.1208,C16H17NO3,273.1365,C16H19NO3,H2,2.0157
R08443,197.0688,C9H11NO4,179.0946,C10H13NO2,C1H2O-2,-17.9742
R08444,153.079,C8H11NO2,211.1208,C11H17NO3,C3H6O1,58.0418
R08445,153.079,C8H11NO2,209.1052,C11H15NO3,C3H4O1,56.0262
R08446,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08446,223.1208,C12H17NO3,237.1365,C13H19NO3,C1H2,14.0157
R08447,153.079,C8H11NO2,373.1889,C21H27NO5,C13H16O3,220.1099
R08447,150.0681,C9H10O2,373.1889,C21H27NO5,C12H17N1O3,223.1208
R08448,745.0911,C21H30N7O17P3,371.1733,C21H25NO5,H-5N-6O-12P-3,-373.9178
R08448,373.1889,C21H27NO5,371.1733,C21H25NO5,H-2,-2.0156
R08449,398.1372,C15H22N6O5S,385.1889,C22H27NO5,C7H5N-5S-1,-12.9483
R08449,371.1733,C21H25NO5,384.1216,C14H20N6O5S,C-7H-5N5S1,12.9483
R08450,385.1889,C22H27NO5,399.1682,C22H25NO6,H-2O1,13.9793
R08451,399.1682,C22H25NO6,371.1733,C21H25NO5,C-1O-1,-27.9949
R08452,371.1733,C21H25NO5,357.1576,C20H23NO5,C-1H-2,-14.0157
R08453,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R08453,357.1576,C20H23NO5,399.1682,C22H25NO6,C2H2O1,42.0106
R08454,373.1889,C21H27NO5,371.1733,C21H25NO5,H-2,-2.0156
R08455,398.1372,C15H22N6O5S,385.1889,C22H27NO5,C7H5N-5S-1,-12.9483
R08455,371.1733,C21H25NO5,384.1216,C14H20N6O5S,C-7H-5N5S1,12.9483
R08456,285.1365,C17H19NO3,301.1314,C17H19NO4,O1,15.9949
R08458,299.1521,C18H21NO3,609.2965,C37H41N2O6,C19H20N1O3,310.1444
R08458,299.1521,C18H21NO3,609.2965,C37H41N2O6,C19H20N1O3,310.1444
R08459,299.1521,C18H21NO3,622.3043,C38H42N2O6,C20H21N1O3,323.1522
R08460,329.1627,C19H23NO4,327.1471,C19H21NO4,H-2,-2.0156
R08461,103.0633,C4H9NO2,102.0317,C4H6O3,H-3N-1O1,-1.0316
R08461,152.0473,C8H8O3,153.079,C8H11NO2,H3N1O-1,1.0317
R08462,470.1941,C26H30O8,488.2046,C26H32O9,H2O1,18.0105
R08463,165.079,C9H11NO2,149.0841,C9H11NO,O-1,-15.9949
R08464,149.0841,C9H11NO,151.0997,C9H13NO,H2,2.0156
R08465,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08465,151.0997,C9H13NO,165.1154,C10H15NO,C1H2,14.0157
R08466,149.0841,C9H11NO,151.0997,C9H13NO,H2,2.0156
R08467,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08467,151.0997,C9H13NO,165.1154,C10H15NO,C1H2,14.0157
R08468,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08469,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R08470,241.0739,C14H11NO3,329.1263,C18H19NO5,C4H8O2,88.0524
R08471,241.0739,C14H11NO3,321.1365,C20H19NO3,C6H8,80.0626
R08472,241.0739,C14H11NO3,307.1208,C19H17NO3,C5H6,66.0469
R08473,137.0477,C7H7NO2,161.0477,C9H7NO2,C2,24
R08474,161.0477,C9H7NO2,259.1208,C15H17NO3,C6H10O1,98.0731
R08475,259.1208,C15H17NO3,199.0633,C12H9NO2,C-3H-8O-1,-60.0575
R08476,199.0633,C12H9NO2,259.0845,C14H13NO4,C2H4O2,60.0212
R08477,137.0477,C7H7NO2,188.095,C11H12N2O,C4H5N1O-1,51.0473
R08478,133.0375,C4H7NO4,188.095,C11H12N2O,C7H5N1O-3,55.0575
R08478,179.0582,C9H9NO3,188.095,C11H12N2O,C2H3N1O-2,9.0368
R08480,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R08480,204.1263,C12H16N2O,284.0926,C12H17N2O4P,H1O3P1,79.9663
R08481,160.1,C10H12N2,275.1634,C15H21N3O2,C5H9N1O2,115.0634
R08482,160.1,C10H12N2,182.0844,C12H10N2,C2H-2,21.9844
R08483,160.1,C10H12N2,186.1157,C12H14N2,C2H2,26.0157
R08484,160.1,C10H12N2,214.1106,C13H14N2O,C3H2O1,54.0106
R08485,214.1106,C13H14N2O,212.095,C13H12N2O,H-2,-2.0156
R08486,214.1106,C13H14N2O,216.1263,C13H16N2O,H2,2.0157
R08487,530.2264,C27H34N2O9,498.2002,C26H30N2O8,C-1H-4O-1,-32.0262
R08488,498.2002,C26H30N2O8,512.1795,C26H28N2O9,H-2O1,13.9793
R08489,512.1795,C26H28N2O9,496.1846,C26H28N2O8,O-1,-15.9949
R08490,496.1846,C26H28N2O8,348.111,C20H16N2O4,C-6H-12O-4,-148.0736
R08491,294.1732,C19H22N2O,292.1576,C19H20N2O,H-2,-2.0156
R08492,745.0911,C21H30N7O17P3,294.1732,C19H22N2O,C-2H-8N-5O-16P-3,-450.9179
R08492,292.1576,C19H20N2O,294.1732,C19H22N2O,H2,2.0156
R08494,745.0911,C21H30N7O17P3,324.1838,C20H24N2O2,C-1H-6N-5O-15P-3,-420.9073
R08494,322.1681,C20H22N2O2,324.1838,C20H24N2O2,H2,2.0157
R08495,530.2264,C27H34N2O9,334.1681,C21H22N2O2,C-6H-12O-7,-196.0583
R08496,530.2264,C27H34N2O9,294.1732,C19H22N2O,C-8H-12O-8,-236.0532
R08497,294.1732,C19H22N2O,322.1681,C20H22N2O2,C1O1,27.9949
R08498,294.1732,C19H22N2O,296.1889,C19H24N2O,H2,2.0157
R08499,744.0833,C21H29N7O17P3,166.0994,C10H14O2,C-11H-15N-7O-15P-3,-577.9839
R08499,170.1307,C10H18O2,166.0994,C10H14O2,H-4,-4.0313
R08500,388.1369,C17H24O10,356.1107,C16H20O9,C-1H-4O-1,-32.0262
